"","Metro","Month","Dimension","Job Openings","Median Base Pay"
"1805","Philadelphia","2018-11-26","Job Openings","108210.5",NA
"1806","Philadelphia","2018-12","Metro Median Base Pay",NA,"56461.666666666701"
"1807","Philadelphia","2018-12-03","Job Openings","109227.75",NA
"1808","Philadelphia","2018-12-10","Job Openings","109296.5",NA
"1809","Philadelphia","2018-12-17","Job Openings","109521.5",NA
"1810","Philadelphia","2018-12-24","Job Openings","109534",NA
"1811","Philadelphia","2018-12-31","Job Openings","108890",NA
"1812","Philadelphia","2019-01","Metro Median Base Pay",NA,"56732.333333333299"
"1813","Philadelphia","2019-01-07","Job Openings","108894.75",NA
"1814","Philadelphia","2019-01-14","Job Openings","108506.5",NA
"1815","Philadelphia","2019-01-21","Job Openings","109176.5",NA
"1816","Philadelphia","2019-01-28","Job Openings","110481.75",NA
"1817","Philadelphia","2019-02","Metro Median Base Pay",NA,"56846"
"1818","Philadelphia","2019-02-04","Job Openings","110866",NA
"1819","Philadelphia","2019-02-11","Job Openings","111224.5",NA
"1820","Philadelphia","2019-02-18","Job Openings","110744",NA
"1821","Philadelphia","2019-02-25","Job Openings","109492.25",NA
"1822","Philadelphia","2019-03","Metro Median Base Pay",NA,"56926.666666666701"
"1823","Philadelphia","2019-03-04","Job Openings","108625.5",NA
"1824","Philadelphia","2019-03-11","Job Openings","108130.25",NA
"1825","Philadelphia","2019-03-18","Job Openings","108481.5",NA
"1826","Philadelphia","2019-03-25","Job Openings","108688",NA
"1827","Philadelphia","2019-04","Metro Median Base Pay",NA,"57165.666666666701"
"1828","Philadelphia","2019-04-01","Job Openings","109182",NA
"1829","Philadelphia","2019-04-08","Job Openings","109616",NA
"1830","Philadelphia","2019-04-15","Job Openings","110026",NA
"1831","Philadelphia","2019-04-22","Job Openings","110984.25",NA
"1832","Philadelphia","2019-04-29","Job Openings","111794.25",NA
"1833","Philadelphia","2019-05","Metro Median Base Pay",NA,"57213.333333333299"
"1834","Philadelphia","2019-05-06","Job Openings","112463.75",NA
"1835","Philadelphia","2019-05-13","Job Openings","112880.25",NA
"1836","Philadelphia","2019-05-20","Job Openings","113215.75",NA
"1837","Philadelphia","2019-05-27","Job Openings","112738.25",NA
"1838","Philadelphia","2019-06","Metro Median Base Pay",NA,"57299"
"1839","Philadelphia","2019-06-03","Job Openings","112578.5",NA
"1840","Philadelphia","2019-06-10","Job Openings","112953",NA
"1841","Philadelphia","2019-06-17","Job Openings","113215.75",NA
"1842","Philadelphia","2019-06-24","Job Openings","113428.25",NA
"1843","Philadelphia","2019-07","Metro Median Base Pay",NA,"57217.666666666701"
"1844","Philadelphia","2019-07-01","Job Openings","113477.25",NA
"1845","Philadelphia","2019-07-08","Job Openings","113166.5",NA
"1846","Philadelphia","2019-07-15","Job Openings","113190.75",NA
"1847","Philadelphia","2019-07-22","Job Openings","113512",NA
"1848","Philadelphia","2019-07-29","Job Openings","113604.5",NA
"1849","Philadelphia","2019-08","Metro Median Base Pay",NA,"57232.666666666701"
"1850","Philadelphia","2019-08-05","Job Openings","113488.25",NA
"1851","Philadelphia","2019-08-12","Job Openings","113095.5",NA
"1852","Philadelphia","2019-08-19","Job Openings","113352.25",NA
"1853","Philadelphia","2019-08-26","Job Openings","114047.25",NA
"1854","Philadelphia","2019-09","Metro Median Base Pay",NA,"57598.333333333299"
"1855","Philadelphia","2019-09-02","Job Openings","114014.5",NA
"1856","Philadelphia","2019-09-09","Job Openings","114008",NA
"1857","Philadelphia","2019-09-16","Job Openings","114014.25",NA
"1858","Philadelphia","2019-09-23","Job Openings","113920",NA
"1859","Philadelphia","2019-09-30","Job Openings","114544.5",NA
"1860","Philadelphia","2019-10","Metro Median Base Pay",NA,"57899.666666666701"
"1861","Philadelphia","2019-10-07","Job Openings","114748.5",NA
"1862","Philadelphia","2019-10-14","Job Openings","113646.5",NA
"1863","San Francisco","2014-03","Metro Median Base Pay",NA,"62594"
"1864","San Francisco","2014-04","Metro Median Base Pay",NA,"62962"
"1865","San Francisco","2014-05","Metro Median Base Pay",NA,"62867.333333333299"
"1866","San Francisco","2014-06","Metro Median Base Pay",NA,"62828.333333333299"
"1867","San Francisco","2014-07","Metro Median Base Pay",NA,"62586.666666666701"
"1868","San Francisco","2014-08","Metro Median Base Pay",NA,"63206"
"1869","San Francisco","2014-09","Metro Median Base Pay",NA,"63582.333333333299"
"1870","San Francisco","2014-10","Metro Median Base Pay",NA,"63784"
"1871","San Francisco","2014-11","Metro Median Base Pay",NA,"63594"
"1872","San Francisco","2014-12","Metro Median Base Pay",NA,"63770"
"1873","San Francisco","2015-01","Metro Median Base Pay",NA,"63831.333333333299"
"1874","San Francisco","2015-02","Metro Median Base Pay",NA,"64232.333333333299"
"1875","San Francisco","2015-03","Metro Median Base Pay",NA,"64251"
"1876","San Francisco","2015-04","Metro Median Base Pay",NA,"64523"
"1877","San Francisco","2015-05","Metro Median Base Pay",NA,"64372.333333333299"
"1878","San Francisco","2015-06","Metro Median Base Pay",NA,"64764.666666666701"
"1879","San Francisco","2015-07","Metro Median Base Pay",NA,"65004"
"1880","San Francisco","2015-08","Metro Median Base Pay",NA,"65203.333333333299"
"1881","San Francisco","2015-09","Metro Median Base Pay",NA,"65200.333333333299"
"1882","San Francisco","2015-10","Metro Median Base Pay",NA,"65361"
"1883","San Francisco","2015-11","Metro Median Base Pay",NA,"65347.666666666701"
"1884","San Francisco","2015-12","Metro Median Base Pay",NA,"65493"
"1885","San Francisco","2016-01","Metro Median Base Pay",NA,"65820"
"1886","San Francisco","2016-01-04","Job Openings",NA,NA
"1887","San Francisco","2016-01-11","Job Openings",NA,NA
"1888","San Francisco","2016-01-18","Job Openings",NA,NA
"1889","San Francisco","2016-01-25","Job Openings","118723",NA
"1890","San Francisco","2016-02","Metro Median Base Pay",NA,"66327.333333333299"
"1891","San Francisco","2016-02-01","Job Openings","119317.25",NA
"1892","San Francisco","2016-02-08","Job Openings","120881.75",NA
"1893","San Francisco","2016-02-15","Job Openings","122728",NA
"1894","San Francisco","2016-02-22","Job Openings","123815.75",NA
"1895","San Francisco","2016-02-29","Job Openings","125058.5",NA
"1896","San Francisco","2016-03","Metro Median Base Pay",NA,"66586"
"1897","San Francisco","2016-03-07","Job Openings","126524.5",NA
"1898","San Francisco","2016-03-14","Job Openings","127682.75",NA
"1899","San Francisco","2016-03-21","Job Openings","128861.25",NA
"1900","San Francisco","2016-03-28","Job Openings","128075.25",NA
"1901","San Francisco","2016-04","Metro Median Base Pay",NA,"66734.333333333299"
"1902","San Francisco","2016-04-04","Job Openings","125346.75",NA
"1903","San Francisco","2016-04-11","Job Openings","122036.5",NA
"1904","San Francisco","2016-04-18","Job Openings","119129",NA
"1905","San Francisco","2016-04-25","Job Openings","117634.25",NA
"1906","San Francisco","2016-05","Metro Median Base Pay",NA,"67149.333333333299"
"1907","San Francisco","2016-05-02","Job Openings","118227.75",NA
"1908","San Francisco","2016-05-09","Job Openings","118378",NA
"1909","San Francisco","2016-05-16","Job Openings","118973.75",NA
"1910","San Francisco","2016-05-23","Job Openings","118619.25",NA
"1911","San Francisco","2016-05-30","Job Openings","117905.5",NA
"1912","San Francisco","2016-06","Metro Median Base Pay",NA,"67459.333333333299"
"1913","San Francisco","2016-06-06","Job Openings","117487",NA
"1914","San Francisco","2016-06-13","Job Openings","116695.75",NA
"1915","San Francisco","2016-06-20","Job Openings","116744.75",NA
"1916","San Francisco","2016-06-27","Job Openings","116313",NA
"1917","San Francisco","2016-07","Metro Median Base Pay",NA,"67739.666666666701"
"1918","San Francisco","2016-07-04","Job Openings","116988.25",NA
"1919","San Francisco","2016-07-11","Job Openings","117469",NA
"1920","San Francisco","2016-07-18","Job Openings","117541.25",NA
"1921","San Francisco","2016-07-25","Job Openings","117900.75",NA
"1922","San Francisco","2016-08","Metro Median Base Pay",NA,"67812.666666666701"
"1923","San Francisco","2016-08-01","Job Openings","117898.5",NA
"1924","San Francisco","2016-08-08","Job Openings","117893",NA
"1925","San Francisco","2016-08-15","Job Openings","118250.25",NA
"1926","San Francisco","2016-08-22","Job Openings","118876",NA
"1927","San Francisco","2016-08-29","Job Openings","118674.25",NA
"1928","San Francisco","2016-09","Metro Median Base Pay",NA,"67993"
"1929","San Francisco","2016-09-05","Job Openings","118473.75",NA
"1930","San Francisco","2016-09-12","Job Openings","118636.75",NA
"1931","San Francisco","2016-09-19","Job Openings","118883.5",NA
"1932","San Francisco","2016-09-26","Job Openings","119652.75",NA
"1933","San Francisco","2016-10","Metro Median Base Pay",NA,"68011.333333333299"
"1934","San Francisco","2016-10-03","Job Openings","120568.5",NA
"1935","San Francisco","2016-10-10","Job Openings","120810.25",NA
"1936","San Francisco","2016-10-17","Job Openings","120740.5",NA
"1937","San Francisco","2016-10-24","Job Openings","120553.5",NA
"1938","San Francisco","2016-10-31","Job Openings","119857.5",NA
"1939","San Francisco","2016-11","Metro Median Base Pay",NA,"68004"
"1940","San Francisco","2016-11-07","Job Openings","119338",NA
"1941","San Francisco","2016-11-14","Job Openings","118799.25",NA
"1942","San Francisco","2016-11-21","Job Openings","118124",NA
"1943","San Francisco","2016-11-28","Job Openings","117381.75",NA
"1944","San Francisco","2016-12","Metro Median Base Pay",NA,"68047.666666666701"
"1945","San Francisco","2016-12-05","Job Openings","116292.5",NA
"1946","San Francisco","2016-12-12","Job Openings","115016",NA
"1947","San Francisco","2016-12-19","Job Openings","112977",NA
"1948","San Francisco","2016-12-26","Job Openings","111020.5",NA
"1949","San Francisco","2017-01","Metro Median Base Pay",NA,"68129"
"1950","San Francisco","2017-01-02","Job Openings","109039.5",NA
"1951","San Francisco","2017-01-09","Job Openings","107760",NA
"1952","San Francisco","2017-01-16","Job Openings","107712.25",NA
"1953","San Francisco","2017-01-23","Job Openings","108674.5",NA
"1954","San Francisco","2017-01-30","Job Openings","109996",NA
"1955","San Francisco","2017-02","Metro Median Base Pay",NA,"67999.666666666701"
"1956","San Francisco","2017-02-06","Job Openings","111210.5",NA
"1957","San Francisco","2017-02-13","Job Openings","112507",NA
"1958","San Francisco","2017-02-20","Job Openings","113278.5",NA
"1959","San Francisco","2017-02-27","Job Openings","114483.75",NA
"1960","San Francisco","2017-03","Metro Median Base Pay",NA,"68147.333333333299"
"1961","San Francisco","2017-03-06","Job Openings","115457.75",NA
"1962","San Francisco","2017-03-13","Job Openings","116591",NA
"1963","San Francisco","2017-03-20","Job Openings","117284.25",NA
"1964","San Francisco","2017-03-27","Job Openings","118371.5",NA
"1965","San Francisco","2017-04","Metro Median Base Pay",NA,"68294.666666666701"
"1966","San Francisco","2017-04-03","Job Openings","119066.25",NA
"1967","San Francisco","2017-04-10","Job Openings","120140.75",NA
"1968","San Francisco","2017-04-17","Job Openings","121743",NA
"1969","San Francisco","2017-04-24","Job Openings","121614.75",NA
"1970","San Francisco","2017-05","Metro Median Base Pay",NA,"68741"
"1971","San Francisco","2017-05-01","Job Openings","121751",NA
"1972","San Francisco","2017-05-08","Job Openings","121019.25",NA
"1973","San Francisco","2017-05-15","Job Openings","120211.25",NA
"1974","San Francisco","2017-05-22","Job Openings","120208.75",NA
"1975","San Francisco","2017-05-29","Job Openings","120289.5",NA
"1976","San Francisco","2017-06","Metro Median Base Pay",NA,"69037.666666666701"
"1977","San Francisco","2017-06-05","Job Openings","120623.5",NA
"1978","San Francisco","2017-06-12","Job Openings","121306.75",NA
"1979","San Francisco","2017-06-19","Job Openings","122286.25",NA
"1980","San Francisco","2017-06-26","Job Openings","123536.75",NA
"1981","San Francisco","2017-07","Metro Median Base Pay",NA,"68955.333333333299"
"1982","San Francisco","2017-07-03","Job Openings","124327.25",NA
"1983","San Francisco","2017-07-10","Job Openings","124624.75",NA
"1984","San Francisco","2017-07-17","Job Openings","124948.5",NA
"1985","San Francisco","2017-07-24","Job Openings","125436",NA
"1986","San Francisco","2017-07-31","Job Openings","127000.75",NA
"1987","San Francisco","2017-08","Metro Median Base Pay",NA,"68935"
"1988","San Francisco","2017-08-07","Job Openings","129019.25",NA
"1989","San Francisco","2017-08-14","Job Openings","130115.5",NA
"1990","San Francisco","2017-08-21","Job Openings","130536.25",NA
"1991","San Francisco","2017-08-28","Job Openings","130401.5",NA
"1992","San Francisco","2017-09","Metro Median Base Pay",NA,"68822.333333333299"
"1993","San Francisco","2017-09-04","Job Openings","129455.25",NA
"1994","San Francisco","2017-09-11","Job Openings","129980.5",NA
"1995","San Francisco","2017-09-18","Job Openings","130851",NA
"1996","San Francisco","2017-09-25","Job Openings","131585.5",NA
"1997","San Francisco","2017-10","Metro Median Base Pay",NA,"69226"
"1998","San Francisco","2017-10-02","Job Openings","133582.25",NA
"1999","San Francisco","2017-10-09","Job Openings","133668.5",NA
"2000","San Francisco","2017-10-16","Job Openings","134330.25",NA
"2001","San Francisco","2017-10-23","Job Openings","135380.25",NA
"2002","San Francisco","2017-10-30","Job Openings","135840.75",NA
"2003","San Francisco","2017-11","Metro Median Base Pay",NA,"69325.333333333299"
"2004","San Francisco","2017-11-06","Job Openings","136943.5",NA
"2005","San Francisco","2017-11-13","Job Openings","137539",NA
"2006","San Francisco","2017-11-20","Job Openings","138335.5",NA
"2007","San Francisco","2017-11-27","Job Openings","138620.5",NA
"2008","San Francisco","2017-12","Metro Median Base Pay",NA,"69756"
"2009","San Francisco","2017-12-04","Job Openings","140463",NA
"2010","San Francisco","2017-12-11","Job Openings","140895.25",NA
"2011","San Francisco","2017-12-18","Job Openings","139920",NA
"2012","San Francisco","2017-12-25","Job Openings","138616.75",NA
"2013","San Francisco","2018-01","Metro Median Base Pay",NA,"69957.333333333299"
"2014","San Francisco","2018-01-01","Job Openings","136108.75",NA
"2015","San Francisco","2018-01-08","Job Openings","135534.5",NA
"2016","San Francisco","2018-01-15","Job Openings","135600.75",NA
"2017","San Francisco","2018-01-22","Job Openings","136669",NA
"2018","San Francisco","2018-01-29","Job Openings","138301.5",NA
"2019","San Francisco","2018-02","Metro Median Base Pay",NA,"70180"
"2020","San Francisco","2018-02-05","Job Openings","139635.25",NA
"2021","San Francisco","2018-02-12","Job Openings","141419.75",NA
"2022","San Francisco","2018-02-19","Job Openings","142466",NA
"2023","San Francisco","2018-02-26","Job Openings","143223.5",NA
"2024","San Francisco","2018-03","Metro Median Base Pay",NA,"70405.333333333299"
"2025","San Francisco","2018-03-05","Job Openings","144410.75",NA
"2026","San Francisco","2018-03-12","Job Openings","144955.25",NA
"2027","San Francisco","2018-03-19","Job Openings","145196.5",NA
"2028","San Francisco","2018-03-26","Job Openings","145520.75",NA
"2029","San Francisco","2018-04","Metro Median Base Pay",NA,"70773"
"2030","San Francisco","2018-04-02","Job Openings","145047",NA
"2031","San Francisco","2018-04-09","Job Openings","144673.5",NA
"2032","San Francisco","2018-04-16","Job Openings","144547.5",NA
"2033","San Francisco","2018-04-23","Job Openings","144327.5",NA
"2034","San Francisco","2018-04-30","Job Openings","144389.5",NA
"2035","San Francisco","2018-05","Metro Median Base Pay",NA,"71026"
"2036","San Francisco","2018-05-07","Job Openings","145881",NA
"2037","San Francisco","2018-05-14","Job Openings","146420.25",NA
"2038","San Francisco","2018-05-21","Job Openings","146925.25",NA
"2039","San Francisco","2018-05-28","Job Openings","146631",NA
"2040","San Francisco","2018-06","Metro Median Base Pay",NA,"70830.333333333299"
"2041","San Francisco","2018-06-04","Job Openings","144227.25",NA
"2042","San Francisco","2018-06-11","Job Openings","143817.5",NA
"2043","San Francisco","2018-06-18","Job Openings","142912.5",NA
"2044","San Francisco","2018-06-25","Job Openings","142394.25",NA
"2045","San Francisco","2018-07","Metro Median Base Pay",NA,"70825.666666666701"
"2046","San Francisco","2018-07-02","Job Openings","142418.5",NA
"2047","San Francisco","2018-07-09","Job Openings","141721.5",NA
"2048","San Francisco","2018-07-16","Job Openings","141432.75",NA
"2049","San Francisco","2018-07-23","Job Openings","141574.5",NA
"2050","San Francisco","2018-07-30","Job Openings","142192.5",NA
"2051","San Francisco","2018-08","Metro Median Base Pay",NA,"71067.666666666701"
"2052","San Francisco","2018-08-06","Job Openings","143246.75",NA
"2053","San Francisco","2018-08-13","Job Openings","144551.5",NA
"2054","San Francisco","2018-08-20","Job Openings","145810.75",NA
"2055","San Francisco","2018-08-27","Job Openings","146939.25",NA
"2056","San Francisco","2018-09","Metro Median Base Pay",NA,"71741.333333333299"
"2057","San Francisco","2018-09-03","Job Openings","146963.5",NA
"2058","San Francisco","2018-09-10","Job Openings","146892",NA
"2059","San Francisco","2018-09-17","Job Openings","146780",NA
"2060","San Francisco","2018-09-24","Job Openings","147418.25",NA
"2061","San Francisco","2018-10","Metro Median Base Pay",NA,"72090.666666666701"
"2062","San Francisco","2018-10-01","Job Openings","148823.5",NA
"2063","San Francisco","2018-10-08","Job Openings","149666.5",NA
"2064","San Francisco","2018-10-15","Job Openings","149508.75",NA
"2065","San Francisco","2018-10-22","Job Openings","148295.75",NA
"2066","San Francisco","2018-10-29","Job Openings","147210.75",NA
"2067","San Francisco","2018-11","Metro Median Base Pay",NA,"72520"
"2068","San Francisco","2018-11-05","Job Openings","146324.5",NA
"2069","San Francisco","2018-11-12","Job Openings","146293",NA
"2070","San Francisco","2018-11-19","Job Openings","146049.5",NA
"2071","San Francisco","2018-11-26","Job Openings","145145.75",NA
"2072","San Francisco","2018-12","Metro Median Base Pay",NA,"72482.666666666701"
"2073","San Francisco","2018-12-03","Job Openings","145168",NA
"2074","San Francisco","2018-12-10","Job Openings","145038.25",NA
"2075","San Francisco","2018-12-17","Job Openings","145453.25",NA
"2076","San Francisco","2018-12-24","Job Openings","145911.75",NA
"2077","San Francisco","2018-12-31","Job Openings","145356",NA
"2078","San Francisco","2019-01","Metro Median Base Pay",NA,"72297"
"2079","San Francisco","2019-01-07","Job Openings","145262.75",NA
"2080","San Francisco","2019-01-14","Job Openings","144755.75",NA
"2081","San Francisco","2019-01-21","Job Openings","144152",NA
"2082","San Francisco","2019-01-28","Job Openings","144914.25",NA
"2083","San Francisco","2019-02","Metro Median Base Pay",NA,"72019.666666666701"
"2084","San Francisco","2019-02-04","Job Openings","145055.75",NA
"2085","San Francisco","2019-02-11","Job Openings","145663.75",NA
"2086","San Francisco","2019-02-18","Job Openings","146832.25",NA
"2087","San Francisco","2019-02-25","Job Openings","146413.75",NA
"2088","San Francisco","2019-03","Metro Median Base Pay",NA,"72226.333333333299"
"2089","San Francisco","2019-03-04","Job Openings","145928.5",NA
"2090","San Francisco","2019-03-11","Job Openings","145510.25",NA
"2091","San Francisco","2019-03-18","Job Openings","146048.5",NA
"2092","San Francisco","2019-03-25","Job Openings","146256",NA
"2093","San Francisco","2019-04","Metro Median Base Pay",NA,"72551.333333333299"
"2094","San Francisco","2019-04-01","Job Openings","146781.25",NA
"2095","San Francisco","2019-04-08","Job Openings","146864",NA
"2096","San Francisco","2019-04-15","Job Openings","145901.25",NA
"2097","San Francisco","2019-04-22","Job Openings","145783.75",NA
"2098","San Francisco","2019-04-29","Job Openings","145894.75",NA
"2099","San Francisco","2019-05","Metro Median Base Pay",NA,"72989.666666666701"
"2100","San Francisco","2019-05-06","Job Openings","146146.25",NA
"2101","San Francisco","2019-05-13","Job Openings","146367",NA
"2102","San Francisco","2019-05-20","Job Openings","146915",NA
"2103","San Francisco","2019-05-27","Job Openings","146090.75",NA
"2104","San Francisco","2019-06","Metro Median Base Pay",NA,"72980.666666666701"
"2105","San Francisco","2019-06-03","Job Openings","146064.5",NA
"2106","San Francisco","2019-06-10","Job Openings","146384.25",NA
"2107","San Francisco","2019-06-17","Job Openings","146309",NA
"2108","San Francisco","2019-06-24","Job Openings","146863.5",NA
"2109","San Francisco","2019-07","Metro Median Base Pay",NA,"73347.666666666701"
"2110","San Francisco","2019-07-01","Job Openings","146442.25",NA
"2111","San Francisco","2019-07-08","Job Openings","145953.75",NA
"2112","San Francisco","2019-07-15","Job Openings","145971",NA
"2113","San Francisco","2019-07-22","Job Openings","146558.75",NA
"2114","San Francisco","2019-07-29","Job Openings","148154",NA
"2115","San Francisco","2019-08","Metro Median Base Pay",NA,"73432"
"2116","San Francisco","2019-08-05","Job Openings","148913.5",NA
"2117","San Francisco","2019-08-12","Job Openings","148916.5",NA
"2118","San Francisco","2019-08-19","Job Openings","148891.5",NA
"2119","San Francisco","2019-08-26","Job Openings","148144.5",NA
"2120","San Francisco","2019-09","Metro Median Base Pay",NA,"73968.666666666701"
"2121","San Francisco","2019-09-02","Job Openings","147812.5",NA
"2122","San Francisco","2019-09-09","Job Openings","148225.5",NA
"2123","San Francisco","2019-09-16","Job Openings","148816.75",NA
"2124","San Francisco","2019-09-23","Job Openings","149573.5",NA
"2125","San Francisco","2019-09-30","Job Openings","150354.25",NA
"2126","San Francisco","2019-10","Metro Median Base Pay",NA,"74272.333333333299"
"2127","San Francisco","2019-10-07","Job Openings","151177.25",NA
"2128","San Francisco","2019-10-14","Job Openings","150348.5",NA
"2129","Seattle","2014-03","Metro Median Base Pay",NA,"55825.666666666701"
"2130","Seattle","2014-04","Metro Median Base Pay",NA,"56230.333333333299"
"2131","Seattle","2014-05","Metro Median Base Pay",NA,"56381.666666666701"
"2132","Seattle","2014-06","Metro Median Base Pay",NA,"56535"
"2133","Seattle","2014-07","Metro Median Base Pay",NA,"56597"
"2134","Seattle","2014-08","Metro Median Base Pay",NA,"56909"
"2135","Seattle","2014-09","Metro Median Base Pay",NA,"56951.333333333299"
"2136","Seattle","2014-10","Metro Median Base Pay",NA,"56985.333333333299"
"2137","Seattle","2014-11","Metro Median Base Pay",NA,"56919.666666666701"
"2138","Seattle","2014-12","Metro Median Base Pay",NA,"57014"
"2139","Seattle","2015-01","Metro Median Base Pay",NA,"57221"
"2140","Seattle","2015-02","Metro Median Base Pay",NA,"57538"
"2141","Seattle","2015-03","Metro Median Base Pay",NA,"57717.666666666701"
"2142","Seattle","2015-04","Metro Median Base Pay",NA,"57738.333333333299"
"2143","Seattle","2015-05","Metro Median Base Pay",NA,"57608.333333333299"
"2144","Seattle","2015-06","Metro Median Base Pay",NA,"57500.666666666701"
"2145","Seattle","2015-07","Metro Median Base Pay",NA,"57494.666666666701"
"2146","Seattle","2015-08","Metro Median Base Pay",NA,"57682.666666666701"
"2147","Seattle","2015-09","Metro Median Base Pay",NA,"58062.333333333299"
"2148","Seattle","2015-10","Metro Median Base Pay",NA,"58385"
"2149","Seattle","2015-11","Metro Median Base Pay",NA,"58467"
"2150","Seattle","2015-12","Metro Median Base Pay",NA,"58449.666666666701"
"2151","Seattle","2016-01","Metro Median Base Pay",NA,"58367.666666666701"
"2152","Seattle","2016-01-04","Job Openings",NA,NA
"2153","Seattle","2016-01-11","Job Openings",NA,NA
"2154","Seattle","2016-01-18","Job Openings",NA,NA
"2155","Seattle","2016-01-25","Job Openings","86034",NA
"2156","Seattle","2016-02","Metro Median Base Pay",NA,"58350.666666666701"
"2157","Seattle","2016-02-01","Job Openings","87024.25",NA
"2158","Seattle","2016-02-08","Job Openings","88568.25",NA
"2159","Seattle","2016-02-15","Job Openings","90454",NA
"2160","Seattle","2016-02-22","Job Openings","91558",NA
"2161","Seattle","2016-02-29","Job Openings","92537.25",NA
"2162","Seattle","2016-03","Metro Median Base Pay",NA,"58511.666666666701"
"2163","Seattle","2016-03-07","Job Openings","93715",NA
"2164","Seattle","2016-03-14","Job Openings","93627.25",NA
"2165","Seattle","2016-03-21","Job Openings","93765.25",NA
"2166","Seattle","2016-03-28","Job Openings","92774",NA
"2167","Seattle","2016-04","Metro Median Base Pay",NA,"58744"
"2168","Seattle","2016-04-04","Job Openings","90742.75",NA
"2169","Seattle","2016-04-11","Job Openings","89481.25",NA
"2170","Seattle","2016-04-18","Job Openings","88433.5",NA
"2171","Seattle","2016-04-25","Job Openings","88620.5",NA
"2172","Seattle","2016-05","Metro Median Base Pay",NA,"59026.666666666701"
"2173","Seattle","2016-05-02","Job Openings","89254.75",NA
"2174","Seattle","2016-05-09","Job Openings","89525.75",NA
"2175","Seattle","2016-05-16","Job Openings","89969",NA
"2176","Seattle","2016-05-23","Job Openings","89639",NA
"2177","Seattle","2016-05-30","Job Openings","89793",NA
"2178","Seattle","2016-06","Metro Median Base Pay",NA,"59311"
"2179","Seattle","2016-06-06","Job Openings","90096.25",NA
"2180","Seattle","2016-06-13","Job Openings","90242",NA
"2181","Seattle","2016-06-20","Job Openings","90562.5",NA
"2182","Seattle","2016-06-27","Job Openings","91376.25",NA
"2183","Seattle","2016-07","Metro Median Base Pay",NA,"59466.666666666701"
"2184","Seattle","2016-07-04","Job Openings","91967.25",NA
"2185","Seattle","2016-07-11","Job Openings","92500",NA
"2186","Seattle","2016-07-18","Job Openings","93234.75",NA
"2187","Seattle","2016-07-25","Job Openings","93429.25",NA
"2188","Seattle","2016-08","Metro Median Base Pay",NA,"59935"
"2189","Seattle","2016-08-01","Job Openings","93710.75",NA
"2190","Seattle","2016-08-08","Job Openings","93931",NA
"2191","Seattle","2016-08-15","Job Openings","94354.25",NA
"2192","Seattle","2016-08-22","Job Openings","94979.25",NA
"2193","Seattle","2016-08-29","Job Openings","95360.75",NA
"2194","Seattle","2016-09","Metro Median Base Pay",NA,"60058"
"2195","Seattle","2016-09-05","Job Openings","95389.75",NA
"2196","Seattle","2016-09-12","Job Openings","95327.75",NA
"2197","Seattle","2016-09-19","Job Openings","95013.75",NA
"2198","Seattle","2016-09-26","Job Openings","95144.75",NA
"2199","Seattle","2016-10","Metro Median Base Pay",NA,"60154.333333333299"
"2200","Seattle","2016-10-03","Job Openings","95694.75",NA
"2201","Seattle","2016-10-10","Job Openings","95983.25",NA
"2202","Seattle","2016-10-17","Job Openings","96099.25",NA
"2203","Seattle","2016-10-24","Job Openings","96098.25",NA
"2204","Seattle","2016-10-31","Job Openings","95837",NA
"2205","Seattle","2016-11","Metro Median Base Pay",NA,"60212.333333333299"
"2206","Seattle","2016-11-07","Job Openings","95614.5",NA
"2207","Seattle","2016-11-14","Job Openings","95359",NA
"2208","Seattle","2016-11-21","Job Openings","94570.75",NA
"2209","Seattle","2016-11-28","Job Openings","93596.75",NA
"2210","Seattle","2016-12","Metro Median Base Pay",NA,"60442.333333333299"
"2211","Seattle","2016-12-05","Job Openings","92368.5",NA
"2212","Seattle","2016-12-12","Job Openings","91079",NA
"2213","Seattle","2016-12-19","Job Openings","89726.75",NA
"2214","Seattle","2016-12-26","Job Openings","88374.25",NA
"2215","Seattle","2017-01","Metro Median Base Pay",NA,"60833.333333333299"
"2216","Seattle","2017-01-02","Job Openings","86894.5",NA
"2217","Seattle","2017-01-09","Job Openings","85951.5",NA
"2218","Seattle","2017-01-16","Job Openings","85958.5",NA
"2219","Seattle","2017-01-23","Job Openings","86687.25",NA
"2220","Seattle","2017-01-30","Job Openings","87740.25",NA
"2221","Seattle","2017-02","Metro Median Base Pay",NA,"61033.333333333299"
"2222","Seattle","2017-02-06","Job Openings","88732.75",NA
"2223","Seattle","2017-02-13","Job Openings","89754.5",NA
"2224","Seattle","2017-02-20","Job Openings","90710",NA
"2225","Seattle","2017-02-27","Job Openings","93739.25",NA
"2226","Seattle","2017-03","Metro Median Base Pay",NA,"60964.666666666701"
"2227","Seattle","2017-03-06","Job Openings","96578",NA
"2228","Seattle","2017-03-13","Job Openings","99195.75",NA
"2229","Seattle","2017-03-20","Job Openings","101370",NA
"2230","Seattle","2017-03-27","Job Openings","101700",NA
"2231","Seattle","2017-04","Metro Median Base Pay",NA,"60950"
"2232","Seattle","2017-04-03","Job Openings","101768.25",NA
"2233","Seattle","2017-04-10","Job Openings","101938.25",NA
"2234","Seattle","2017-04-17","Job Openings","102287.5",NA
"2235","Seattle","2017-04-24","Job Openings","102025",NA
"2236","Seattle","2017-05","Metro Median Base Pay",NA,"60699.333333333299"
"2237","Seattle","2017-05-01","Job Openings","102105",NA
